Unnamed: 0,NOME,FAZ,TAL,tipocorte,variedad,madurada,producto,dosismad,semsmad,edad,cortes,me,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea,Categoria_TCH,Categoria_Sacarosa
2024,LA GLORIA AZCARATE,80663,200,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.7,13.5,4,8.5,3.0,13.6,1,201901,136,0,3,6.1,Medio,Alto
2025,LA GLORIA AZCARATE,80663,200,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,13.9,13.5,5,10.0,3.6,13.6,3,202003,127,0,3,4.0,Bajo,Alto
2026,LA GUAIRA,81486,12,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.3,11.9,2,8.4,8.0,12.8,9,202009,161,0,3,5.2,Alto,Medio
2027,LA GUAIRA,81486,21,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.7,12.2,2,9.4,2.3,12.3,9,202009,164,0,3,5.2,Alto,Bajo
2028,LA GUAIRA,81486,30,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,11.8,2,8.1,3.5,12.1,9,202009,134,0,3,5.2,Medio,Bajo
2050,LA HOLANDA,80355,12,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.7,13.7,1,8.3,4.2,12.3,6,201906,175,0,3,3.2,Alto,Bajo
2051,LA HOLANDA,80355,12,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.3,11.6,2,9.1,1.7,12.4,6,202006,138,51,3,1.6,Medio,Bajo
2075,LA HOLANDA,80355,16,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.0,13.0,1,9.4,1.8,12.3,4,201904,183,0,3,3.3,Alto,Bajo
2076,LA HOLANDA,80355,16,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,8.4,12.1,2,10.7,2.1,12.4,4,202004,145,213,3,1.6,Medio,Bajo
2081,LA HOLANDA,80355,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,8.1,12.9,1,10.1,1.9,12.5,8,201808,181,122,3,2.7,Alto,Medio
2082,LA HOLANDA,80355,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.1,11.9,2,8.4,1.9,13.1,8,201908,151,0,3,3.3,Medio,Medio
2093,LA HOLANDA,80355,017B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.4,12.5,3,8.8,1.3,12.6,8,202008,149,128,3,1.5,Medio,Medio
2103,LA HOLANDA,80355,20,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,12.5,1,9.6,1.8,12.0,5,201905,164,0,3,3.3,Alto,Bajo
2121,LA HOLANDA,80355,63,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,2.4,11.9,1,8.2,2.3,12.5,3,202003,130,81,3,1.9,Bajo,Medio
2126,LA HOLANDA   ABADIA,80572,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.9,13.8,1,7.5,4.0,14.0,9,201909,133,0,3,9.1,Bajo,Alto
2127,LA HOLANDA   ABADIA,80572,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,8.4,12.0,2,10.1,2.6,12.6,9,202009,147,0,3,6.1,Medio,Medio
2128,LA HOLANDA   ABADIA,80572,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.9,12.7,2,8.8,1.8,12.4,7,201807,155,0,3,7.0,Alto,Bajo
2129,LA HOLANDA   ABADIA,80572,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.9,12.7,3,7.7,2.3,12.0,8,201908,154,0,3,9.1,Alto,Bajo
2130,LA HOLANDA   ABADIA,80572,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.1,12.0,4,9.9,1.7,11.7,8,202008,168,0,3,5.6,Alto,Bajo
2131,LA HOLANDA   ABADIA,80572,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,2.0,4.4,13.3,1,9.8,2.2,12.7,4,201604,133,0,3,5.6,Bajo,Medio
2132,LA HOLANDA   ABADIA,80572,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.1,12.7,3,6.5,1.9,13.1,7,201807,138,0,3,7.0,Medio,Medio
2133,LA HOLANDA   ABADIA,80572,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.0,12.6,4,10.9,2.2,12.6,7,201907,146,0,3,9.1,Medio,Medio
2134,LA HOLANDA   ABADIA,80572,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.4,12.0,5,12.0,2.7,11.8,7,202007,157,0,3,6.6,Alto,Bajo
2135,LA HOLANDA   ABADIA,80572,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.4,12.7,3,7.6,2.4,12.9,7,201807,150,0,3,7.0,Medio,Medio
2136,LA HOLANDA   ABADIA,80572,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.1,12.6,4,10.5,2.1,12.3,7,201907,149,0,3,9.1,Medio,Bajo
2137,LA HOLANDA   ABADIA,80572,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.7,12.0,5,10.6,2.7,11.2,7,202007,157,0,3,6.1,Alto,Bajo
2138,LA HOLANDA   ABADIA,80572,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.3,12.8,3,12.2,3.4,13.5,11,201811,148,0,3,3.2,Medio,Alto
2139,LA HOLANDA   ABADIA,80572,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,11.1,13.2,4,9.1,7.1,11.9,12,201912,114,0,3,3.2,Bajo,Bajo
2140,LA HOLANDA   ABADIA,80572,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.9,12.0,5,9.9,4.7,12.9,12,202012,131,0,3,3.2,Bajo,Medio
2141,LA HONDA,80242,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,14.1,14.7,3,10.6,2.1,13.3,4,201804,135,508,2,6.0,Medio,Alto
2142,LA HONDA,80242,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.0,12.8,5,9.8,3.8,12.3,6,202006,107,289,2,4.7,Bajo,Bajo
2143,LA HONDA,80242,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,15.9,14.4,1,6.5,2.4,14.4,10,201810,93,214,2,3.1,Bajo,Alto
2144,LA HONDA,80242,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,20.1,14.6,2,10.7,1.9,13.6,1,202001,89,418,2,2.1,Bajo,Alto
2147,LA HONDA,80242,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.1,12.2,3,10.8,2.0,12.4,2,201702,146,297,2,1.4,Medio,Bajo
2148,LA INDEPENDENCIA,80586,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,11.3,12.2,2,9.5,2.3,12.7,1,202001,172,0,3,2.9,Alto,Medio
2151,LA INDEPENDENCIA,80586,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.1,13.0,1,11.2,1.9,12.1,4,202004,161,0,3,2.9,Alto,Bajo
2152,LA INDEPENDENCIA,80586,10,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.3,13.0,1,10.6,2.7,12.2,4,202004,166,0,3,2.9,Alto,Bajo
2153,LA INDUSTRIA,81089,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.3,12.2,5,9.9,14.1,13.8,3,202003,137,93,3,3.1,Medio,Alto
2154,LA INDUSTRIA,81089,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,12.3,4,9.0,2.3,12.7,3,202003,162,56,3,3.1,Alto,Medio
2156,LA INDUSTRIA,81089,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,11.0,13.4,2,9.7,1.9,12.5,3,201803,172,132,3,3.5,Alto,Medio
2158,LA INDUSTRIA,81089,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.6,13.7,1,9.2,4.7,12.0,6,201906,162,0,3,4.0,Alto,Bajo
2159,LA INDUSTRIA,81089,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.4,11.5,2,8.5,2.1,13.4,6,202006,123,75,3,3.1,Bajo,Alto
2160,LA INDUSTRIA,81089,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.0,11.6,3,7.8,5.5,13.7,3,201903,154,0,3,4.0,Alto,Alto
2161,LA INDUSTRIA,81089,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.4,12.1,4,8.3,1.5,13.8,3,202003,136,56,3,3.1,Medio,Alto
2162,LA INES CUCALON,80271,001C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.4,13.6,1,8.7,7.6,11.8,12,201912,125,311,2,2.2,Bajo,Bajo
2163,LA INSULA,80340,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.3,13.1,1,8.6,2.4,12.2,1,201701,173,0,3,4.4,Alto,Bajo
2164,LA INSULA,80340,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.3,14.8,2,7.9,1.5,12.6,4,201804,151,0,3,4.4,Medio,Medio
2165,LA INSULA,80340,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.9,12.0,3,10.2,2.4,12.1,4,201904,150,0,3,4.4,Medio,Bajo
2166,LA INSULA,80340,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.6,12.2,3,9.0,3.2,13.1,1,201701,150,0,3,6.9,Medio,Medio
2167,LA INSULA,80340,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.6,14.6,4,11.0,2.4,12.5,4,201804,142,0,3,8.8,Medio,Medio
2168,LA INSULA,80340,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,0.4,13.6,1,8.9,3.1,12.1,4,202004,130,0,3,4.0,Bajo,Bajo
2169,LA INSULA,80340,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,3.7,13.3,1,7.2,2.7,12.3,7,201507,175,0,3,8.7,Alto,Bajo
2170,LA INSULA,80340,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.3,12.5,2,8.2,2.3,12.6,7,201607,154,0,3,4.4,Alto,Medio
2171,LA INSULA,80340,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.6,15.1,3,9.8,2.5,12.8,10,201710,186,0,3,4.4,Alto,Medio
2172,LA INSULA,80340,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.9,12.1,4,9.6,3.0,13.2,11,201811,168,0,3,4.4,Alto,Alto
2173,LA INSULA,80340,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.3,13.1,5,9.0,2.4,12.9,12,201912,140,0,3,4.4,Medio,Medio
2174,LA INSULA,80340,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.1,13.4,6,8.7,2.7,13.4,1,202101,153,0,3,4.4,Medio,Alto
2175,LA INSULA,80340,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.9,12.7,1,6.8,2.5,13.9,8,201908,135,0,3,4.4,Medio,Alto
2176,LA INSULA,80340,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.9,12.5,2,9.8,2.4,13.1,8,202008,119,0,3,2.8,Bajo,Medio
2177,LA ISABELA QUINTERO,80155,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.4,11.7,2,12.7,16.6,11.8,6,202006,107,128,2,3.3,Bajo,Bajo
2178,LA ISABELA QUINTERO,80155,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,12.6,6,13.5,15.5,12.3,4,202004,117,299,2,3.5,Bajo,Bajo
2179,LA ISABELA QUINTERO,80155,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,12.6,6,11.3,14.8,11.9,4,202004,114,299,2,3.6,Bajo,Bajo
2180,LA ISABELA QUINTERO,80155,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.6,11.8,2,7.8,0.2,12.8,6,202006,103,128,2,3.4,Bajo,Medio
2181,LA ISABELA QUINTERO,80155,007A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.1,2,9.3,3.2,12.9,10,202010,142,177,2,5.1,Medio,Medio
2182,LA ISABELA QUINTERO,80155,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.1,6,13.2,23.6,14.4,10,202010,109,177,2,4.4,Bajo,Alto
2183,LA ISABELA QUINTERO,80155,009B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.1,2,10.0,15.4,15.1,10,202010,99,177,2,5.1,Bajo,Alto
2184,LA ISLA MOLINARES,80314,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,7.0,12.8,1,7.9,5.4,12.6,3,202003,140,98,3,4.1,Medio,Medio
2191,LA ISLA MOLINARES,80314,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.3,12.5,2,7.7,1.8,12.0,6,201806,117,371,3,5.7,Bajo,Bajo
2192,LA ISLA MOLINARES,80314,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.3,13.1,3,7.7,2.6,10.7,7,201907,116,0,3,5.1,Bajo,Bajo
2194,LA ISLA MOLINARES,80314,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,7.1,14.0,1,9.4,1.5,13.6,3,202003,118,98,3,4.1,Bajo,Alto
2201,LA ISLA MOLINARES,80314,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.7,3,11.8,6.2,12.5,1,201701,146,513,3,5.4,Medio,Medio
2202,LA ISLA MOLINARES,80314,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.0,11.7,5,11.0,1.6,12.8,3,201903,106,0,3,3.1,Bajo,Medio
2206,LA ISLA MOLINARES,80314,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.4,12.5,2,8.0,16.5,12.1,6,201806,144,371,3,5.7,Medio,Bajo
2207,LA ISLA MOLINARES,80314,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.4,13.1,3,7.6,2.0,11.7,7,201907,131,0,3,5.1,Bajo,Bajo
2209,LA ISLA MORENO,81414,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.3,15.1,1,9.8,2.8,11.5,7,201907,157,0,3,8.7,Alto,Bajo
2210,LA ISLA MORENO,81414,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,11.3,2,10.7,2.6,12.2,7,202007,132,0,3,4.4,Bajo,Bajo
2214,LA ITALIA EMPRESA,80131,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.6,13.6,2,9.0,6.1,14.0,4,202004,114,106,1,3.4,Bajo,Alto
2215,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.4,12.8,1,5.9,2.5,12.8,3,201603,161,43,2,4.4,Alto,Medio
2216,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.4,12.1,2,9.1,3.0,13.0,3,201703,175,96,2,3.7,Alto,Medio
2217,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.9,13.4,3,7.4,2.1,12.7,4,201804,120,185,2,4.4,Bajo,Medio
2218,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,19.7,14.7,4,9.0,2.6,13.0,7,201907,126,386,2,2.0,Bajo,Medio
2219,LA JOSEFINA,80526,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.3,13.1,1,12.1,2.0,12.1,11,201911,146,0,3,4.4,Medio,Bajo
2222,LA JOSEFINA,80526,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.7,14.0,1,10.0,2.4,12.9,11,201911,129,0,3,4.4,Bajo,Medio
2227,LA JOSEFINA,80526,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,7.9,12.1,4,10.5,2.0,11.5,1,202001,130,0,3,3.0,Bajo,Bajo
2228,LA JOSEFINA,80526,8,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.0,13.7,1,10.1,1.7,11.6,11,201911,130,0,3,4.4,Bajo,Bajo
2229,LA JULIA 2,80365,30,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.6,12.9,1,8.0,2.9,12.5,6,202006,178,0,3,4.4,Alto,Medio
2232,LA JULIA 2,80365,031A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.9,12.9,1,8.0,3.1,12.7,6,202006,185,0,3,2.8,Alto,Medio
2233,LA JULIA SAAVEDRA,80344,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.1,12.5,2,9.3,3.3,13.3,11,202011,155,103,3,3.2,Alto,Alto
2236,LA JULIA SAAVEDRA,80344,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.7,12.8,2,10.2,3.0,13.1,11,202011,158,149,3,3.2,Alto,Medio
2241,LA JULIA SAAVEDRA,80344,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,3.9,13.4,1,10.2,2.8,12.7,5,202005,178,0,3,2.8,Alto,Medio
2242,LA JULIA SAAVEDRA,80344,12,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.1,13.6,1,8.9,2.8,13.1,5,202005,174,228,3,3.0,Alto,Medio
2255,LA JULIA SAAVEDRA,80344,021A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.3,12.4,2,8.7,2.6,13.2,11,201811,159,0,3,3.2,Alto,Alto
2256,LA JULIA SAAVEDRA,80344,021A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.7,13.1,3,11.3,2.2,12.8,12,201912,150,0,3,3.5,Medio,Medio
2257,LA JULIA SAAVEDRA,80344,021A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.4,13.0,4,8.3,2.3,13.3,1,202101,165,150,3,2.7,Alto,Alto
2258,LA JULIA SAAVEDRA,80344,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.1,12.3,2,9.7,2.6,13.5,10,201810,174,0,3,3.2,Alto,Alto
2259,LA JULIA SAAVEDRA,80344,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.9,13.2,3,10.1,2.4,12.8,12,201912,175,0,3,3.5,Alto,Medio
2260,LA JULIA SAAVEDRA,80344,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.0,12.9,4,11.5,3.5,12.7,1,202101,164,150,3,2.7,Alto,Medio
2261,LA JULIA SAAVEDRA,80344,23,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.1,12.4,2,9.3,3.4,13.2,10,201810,154,0,3,3.2,Alto,Alto
2262,LA JULIA SAAVEDRA,80344,23,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.9,13.2,3,10.0,2.3,12.6,12,201912,149,0,3,5.1,Medio,Medio
2263,LA JULIA SAAVEDRA,80344,23,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.1,12.9,4,9.4,2.8,13.0,1,202101,163,150,3,2.7,Alto,Medio
2271,LA JULIA SAAVEDRA,80344,26,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.6,13.3,1,8.9,2.6,14.0,10,202010,166,115,3,1.5,Alto,Alto
2272,LA LECHERIA,80293,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,27.4,17.3,1,7.0,3.3,12.1,8,201708,190,767,2,2.8,Alto,Bajo
2273,LA LECHERIA,80293,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,7.7,11.8,2,7.6,3.6,12.4,8,201808,152,47,2,3.4,Medio,Bajo
2274,LA LECHERIA,80293,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.1,11.3,4,9.7,2.8,11.2,7,202007,157,61,2,2.8,Alto,Bajo
2275,LA LIDA MARIA,80252,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,6.1,11.9,3,8.6,2.7,12.7,10,201810,93,109,2,3.1,Bajo,Medio
2276,LA LIDA MARIA,80252,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.3,12.7,4,10.0,2.2,13.4,11,201911,110,218,2,3.1,Bajo,Alto
2284,LA LORENA,80527,033B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.7,11.2,2,9.8,3.5,12.9,5,201905,35,0,3,4.4,Bajo,Medio
2286,LA LORENA,80527,36,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.0,5,10.4,3.8,13.1,1,202101,121,0,3,4.4,Bajo,Medio
2287,LA LORENA,80527,036B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.7,12.6,3,9.2,3.2,11.2,5,201705,140,0,3,4.3,Medio,Bajo
2288,LA LORENA,80527,036B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.1,12.6,4,8.2,2.9,12.2,5,201805,104,0,3,4.2,Bajo,Bajo
2289,LA LORENA,80527,37,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,14.6,13.4,5,9.1,9.8,12.0,12,201912,88,0,3,4.4,Bajo,Bajo
2290,LA LORENA,80527,37,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.4,13.0,6,8.5,3.6,13.2,1,202101,101,0,3,4.4,Bajo,Alto
2291,LA LORENA,80527,39,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,2.9,12.0,1,10.1,3.0,11.2,6,201906,166,0,3,3.2,Alto,Bajo
2292,LA LORENA,80527,39,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,12.2,2,10.8,2.8,11.4,6,202006,126,0,3,6.8,Bajo,Bajo
2293,LA LORENA,80527,41,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.0,12.2,2,10.0,2.9,12.2,6,202006,139,0,3,6.8,Medio,Bajo
2295,LA LORENA,80527,43,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.7,13.7,3,8.9,2.8,12.0,6,201706,147,0,3,4.3,Medio,Bajo
2296,LA LORENA,80527,43,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.3,11.5,4,7.3,3.1,12.0,5,201805,117,0,3,4.1,Bajo,Bajo
2297,LA LORENA,80527,43,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.4,11.3,5,7.4,3.6,13.6,5,201905,100,0,3,3.2,Bajo,Alto
2298,LA LORENA,80527,44,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.9,13.6,3,9.5,2.8,12.3,6,201706,150,0,3,4.3,Medio,Bajo
2299,LA LORENA,80527,44,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.3,11.5,4,8.0,2.9,13.3,5,201805,99,0,3,4.1,Bajo,Alto
